0.187365,28.5634,1.0001,0.08
1.12119,50.8761,2.0001,0.08
2.12126,50.9599,3.00131,0.08
3.12143,51.1712,4.00452,0.08
4.1224,52.3877,5.0001,0.08
5.12177,51.5926,6.00075,0.08
6.12179,51.6266,7.0001,0.08
7.12208,51.9842,8.00641,0.08
8.1217,51.5056,9.0001,0.08
9.12158,51.3613,10.0053,0.08
10.1217,51.533,11.0123,0.08
11.1215,51.3017,12.0122,0.08
12.1222,52.1827,13.0036,0.08
13.1223,52.2661,14.0106,0.08
14.1219,51.7321,15.0068,0.08
15.1223,52.2435,16.0037,0.08
16.1223,52.2208,17.0012,0.08
17.1219,51.7082,18.005,0.08
18.1215,51.3172,19.0039,0.08
