0.121911,51.7712,2.0003,0.08
1.12119,50.8761,3.0003,0.08
2.12126,50.9599,4.0003,0.08
3.12143,51.1712,5.0003,0.08
4.1224,52.3877,6.0003,0.08
5.12177,51.5926,7.0003,0.08
6.12179,51.6266,8.0003,0.08
7.12208,51.9842,9.0003,0.08
8.1217,51.5056,10.0003,0.08
9.12158,51.3613,11.0003,0.08
10.1217,51.533,12.0003,0.08
11.1215,51.3017,13.0003,0.08
12.1222,52.1827,14.0003,0.08
13.1223,52.2661,15.0003,0.08
14.1219,51.7321,16.0003,0.08
15.1223,52.2435,17.0003,0.08
16.1223,52.2208,18.0003,0.08
17.1219,51.7082,19.0003,0.08
18.1215,51.3172,20.0003,0.08
19.1218,51.6629,21.0003,0.08
20.1224,52.4354,22.0003,0.08
21.1216,51.353,23.0003,0.08
22.1218,51.6438,24.0003,0.08
23.1215,51.2838,25.0003,0.08
24.1213,50.9882,26.0003,0.08
25.1215,51.3077,27.0003,0.08
26.122,51.93,28.0003,0.08
27.1215,51.2433,29.0003,0.08
28.1215,51.2505,30.0003,0.08
29.1215,51.2719,31.0003,0.08
30.1214,51.1122,32.0003,0.08
31.1219,51.7845,33.0003,0.08
32.122,51.8894,34.0003,0.08
33.1212,50.8213,35.0003,0.08
34.1217,51.5652,36.0003,0.08
35.1216,51.3887,37.0003,0.08
36.1217,51.5318,38.0003,0.08
37.1217,51.5175,39.0003,0.08
38.1222,52.1088,40.0003,0.08
39.1211,50.7259,41.0003,0.08
40.121,50.6449,42.0003,0.08
41.1221,51.9562,43.0003,0.08
42.1217,51.4555,44.0003,0.08
43.1216,51.403,45.0003,0.08
44.1224,52.4282,46.0003,0.08
45.1224,52.3329,47.0003,0.08
46.1214,51.1265,48.0003,0.08
47.1226,52.6381,49.0003,0.08
